provcd,province_name,region,date,commodity,cpi_index
62,Gansu,West,2024-02-01,meat,101.3
62,Gansu,West,2024-01-01,meat,99.1
62,Gansu,West,2023-12-01,meat,99.1
62,Gansu,West,2023-11-01,meat,98.8
62,Gansu,West,2023-10-01,meat,99.3
62,Gansu,West,2023-09-01,meat,100.3
62,Gansu,West,2023-08-01,meat,103.9
62,Gansu,West,2023-07-01,meat,98.6
62,Gansu,West,2023-06-01,meat,98
62,Gansu,West,2023-05-01,meat,99.4
62,Gansu,West,2023-04-01,meat,98.5
62,Gansu,West,2023-03-01,meat,98.4
62,Gansu,West,2023-02-01,meat,95.5
62,Gansu,West,2023-01-01,meat,92.3
62,Gansu,West,2022-12-01,meat,95.3
62,Gansu,West,2022-11-01,meat,101.8
62,Gansu,West,2022-10-01,meat,104.7
62,Gansu,West,2022-09-01,meat,100.9
62,Gansu,West,2022-08-01,meat,100.7
62,Gansu,West,2022-07-01,meat,112.5
62,Gansu,West,2022-06-01,meat,101.7
62,Gansu,West,2022-05-01,meat,102
62,Gansu,West,2022-04-01,meat,100.1
62,Gansu,West,2022-03-01,meat,97.1
62,Gansu,West,2022-02-01,meat,98.1
62,Gansu,West,2022-01-01,meat,96.9
62,Gansu,West,2021-12-01,meat,99.4
62,Gansu,West,2021-11-01,meat,103.7
62,Gansu,West,2021-10-01,meat,99.6
62,Gansu,West,2021-09-01,meat,97.5
62,Gansu,West,2021-08-01,meat,98
62,Gansu,West,2021-07-01,meat,98.1
62,Gansu,West,2021-06-01,meat,92.8
62,Gansu,West,2021-05-01,meat,94.9
62,Gansu,West,2021-04-01,meat,94.8
62,Gansu,West,2021-03-01,meat,95.7
62,Gansu,West,2021-02-01,meat,96.9
62,Gansu,West,2021-01-01,meat,103.8
62,Gansu,West,2020-12-01,meat,102.1
62,Gansu,West,2020-11-01,meat,97.6
62,Gansu,West,2020-10-01,meat,97.4
62,Gansu,West,2020-09-01,meat,100.1
62,Gansu,West,2020-08-01,meat,101.5
62,Gansu,West,2020-07-01,meat,105.5
62,Gansu,West,2020-06-01,meat,101.8
62,Gansu,West,2020-05-01,meat,96.5
62,Gansu,West,2020-04-01,meat,98.3
62,Gansu,West,2020-03-01,meat,99.2
62,Gansu,West,2020-02-01,meat,102.6
62,Gansu,West,2020-01-01,meat,101.3
62,Gansu,West,2019-12-01,meat,95.9
62,Gansu,West,2019-11-01,meat,107.2
62,Gansu,West,2019-10-01,meat,113.1
62,Gansu,West,2019-09-01,meat,111.2
62,Gansu,West,2019-08-01,meat,106.3
62,Gansu,West,2019-07-01,meat,100.9
62,Gansu,West,2019-06-01,meat,100.3
62,Gansu,West,2019-05-01,meat,103.1
62,Gansu,West,2019-04-01,meat,99.4
62,Gansu,West,2019-03-01,meat,98.3
62,Gansu,West,2019-02-01,meat,99.8
62,Gansu,West,2019-01-01,meat,100.9
62,Gansu,West,2018-12-01,meat,104.8
62,Gansu,West,2018-11-01,meat,101.6
62,Gansu,West,2018-10-01,meat,100.7
62,Gansu,West,2018-09-01,meat,101.6
62,Gansu,West,2018-08-01,meat,102.4
62,Gansu,West,2018-07-01,meat,101.5
62,Gansu,West,2018-06-01,meat,99.8
62,Gansu,West,2018-05-01,meat,97
62,Gansu,West,2018-04-01,meat,98
62,Gansu,West,2018-03-01,meat,98.6
62,Gansu,West,2018-02-01,meat,100
62,Gansu,West,2018-01-01,meat,100.6
62,Gansu,West,2017-12-01,meat,100.6
62,Gansu,West,2017-11-01,meat,100.1
62,Gansu,West,2017-10-01,meat,99.9
62,Gansu,West,2017-09-01,meat,100.7
62,Gansu,West,2017-08-01,meat,100.2
62,Gansu,West,2017-07-01,meat,99.4
62,Gansu,West,2017-06-01,meat,98.5
62,Gansu,West,2017-05-01,meat,99.1
62,Gansu,West,2017-04-01,meat,99.7
62,Gansu,West,2017-03-01,meat,98.3
62,Gansu,West,2017-02-01,meat,99.4
62,Gansu,West,2017-01-01,meat,101
62,Gansu,West,2016-12-01,meat,100.6
62,Gansu,West,2016-11-01,meat,98.4
62,Gansu,West,2016-10-01,meat,101
62,Gansu,West,2016-09-01,meat,97.9
62,Gansu,West,2016-08-01,meat,99.6
62,Gansu,West,2016-07-01,meat,99.3
62,Gansu,West,2016-06-01,meat,100.9
62,Gansu,West,2016-05-01,meat,101.8
62,Gansu,West,2016-04-01,meat,101.8
62,Gansu,West,2016-03-01,meat,98.8
62,Gansu,West,2016-02-01,meat,103.9
62,Gansu,West,2016-01-01,meat,100
44,Guangdong,South,2025-12-01,meat,99.8
44,Guangdong,South,2025-11-01,meat,99.5
44,Guangdong,South,2025-10-01,meat,99
44,Guangdong,South,2025-09-01,meat,99.8
